Response	Submitted_on	Course	Q01_My_Professor	Q02_Gender	Q03_Hand	Q04_Hand_Span	Q05_Left_Hand_Span	Q06_Height	Q07_Age	Q08_Birthday	Q09_Sleeping	Q10_On_campus	Q11_Watching_TV	Q12_Games	Q13_Facebook	Q14_Tattoos	Q15_Twitter	Q16_Political_Orientation	Q17_STAT	Q18_Data	Q19_Famous	Q20_Career	Q21_Death_Penalty	Q22_gays_and_lesbians	Q23_Gays_and_Lesbians_Military	Q24_Greatest_influence	Q25_Greatest_influence_2	Q26_Greatest_influence_3	Q27_Stat_course	Q28_Enrolled_Course
16884	08:56 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	23	22	74	19	2 months	7	1	0	4	20	None	None	Liberal	1	Information	Somewhat important	Very important	strongly oppose	favor	strongly favor	Education	Personal Experience	Education	Regular Lecures	STAT 10
16885	08:59 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	18	18	67	19	7	8	1	2	2	99	0	0	Liberal	1	definitely a tough apple	Not important	Very important	no opinion	strongly favor	strongly favor	I don't know	Friends and family	Education	Regular Lecures	STAT 10
16886	09:01 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20	19.5	61	19.5	7	4	0	1	0	18	0	0	Moderate	1	information	Not important	Somewhat important	oppose	strongly favor	favor	Something else	Personal Experience	Something else	Regular Lecures	STAT 10
16887	09:03 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	16	16	5.8	26	11	10	0	3	0	0	0	0	Very Conservative	0	numbers with context	One of the most important things, but not the most important.	One of the most important things, but not the most important.	favor	no opinion	oppose	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16888	09:36 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	19	66	18	10	7	1	1	0	99	0	0	Liberal	1	information	Not important	Somewhat important	oppose	strongly favor	strongly favor	I don't know	Education	Education	Regular Lecures	STAT 10
16889	09:50 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	16	17	64	19	5	6	1	0.5	0	99	0	0	Very Liberal	1	a collection of info	Don't know for sure	Very important	oppose	strongly favor	strongly favor	Education	Friends and family	Education	Regular Lecures	STAT 10
16890	10:20 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19.1	19.7	64.5	19	7	6.5	1	0	0	85	0	0	Moderate	1	collected information	Somewhat important	Important	oppose	strongly favor	strongly favor	Something else	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16891	10:38 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19	18	66	19	12	6	0	2	0	40	1	2	Liberal	1	answers in number form	Not important	Important	favor	strongly favor	favor	Media	Personal Experience	Friends and family	Regular Lecures	STAT 10
16892	10:49 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22	22	72	20	3	5	0	3	0	90	0	0	Conservative	0	collected information	Somewhat important	Important	oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16893	10:49 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22	22	72	20	3	5	0	3	0	90	0	0	Conservative	0	collected information	Somewhat important	Important	oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16894	10:56 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	20	67.2	19	12	6	1	1	2	27	none	none	Liberal	0	a collection of stats	Not important	Very important	oppose	strongly favor	strongly favor	Something else	Something else	Something else	Regular Lecures	STAT 10
16895	11:01 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	19.5	19.2	5.5	21	8	8	0	8	0	72	0	0	Moderate	0	statistical evidence	Not important	Not important	no opinion	oppose	no opinion	Media	Friends and family	No opinion	Regular Lecures	STAT 10
16896	11:03 PM on 09/22/2011	Introduction to Statistical Reasoning		Male	Right	20	19	67	20	3	7	0	2	1	99	0	0	Liberal	1	trends of numbers	Somewhat important	Very important	strongly oppose	strongly favor	strongly favor	Personal Experience	Friends and family	Friends and family	Regular Lecures	STAT 10
16897	11:07 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	21	21	67.2	22	11 months ago	5	0	0	0	10	0	3	Moderate	0	Many datums	Don't know for sure	One of the most important things, but not the most important.	oppose	strongly favor	strongly favor	Something else	Something else	Something else	Regular Lecures	STAT 10
16898	11:17 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	17.8	18	67	19	3	7	0	0	5	43	0	3	Moderate	1	information	Not important	Important	oppose	strongly oppose	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16899	11:18 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	22	22	70	19	0	9	0	1	0	85	0	0	Liberal	1	Statistics for analysis	Somewhat important	Important	oppose	strongly favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
16900	11:18 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	21	21	63	24	0	6	0	4	4	99	0	0	Moderate	0	information in numbers	Not important	Very important	strongly oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16901	11:21 PM on 09/22/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22.9	22.8	72	23	0	7	0	4	3	20	0	0	Liberal	1	information	Somewhat important	Important	strongly favor	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16902	11:31 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	20	64	20	4	6	1	10	0	90	0	0	Liberal	1	information	Not important	Very important	oppose	strongly favor	strongly favor	Religious Beliefs	Friends and family	Friends and family	Regular Lecures	STAT 10
16903	11:40 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20.5	20	64	20	0	7.5	0	6	0	0	0	0	Moderate	1	statistical information	Somewhat important	Very important	favor	favor	no opinion	Media	Friends and family	No opinion	Regular Lecures	STAT 10
16904	11:42 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	12	11	5	19	11	7	0	2	3	20	1	0	Liberal	0	a set	Not important	Very important	strongly favor	strongly favor	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
16905	11:57 PM on 09/22/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17.5	18	62	19	11	6.5	0	3.5	0	99	0	0	Conservative	1	collected information	Not important	Somewhat important	oppose	oppose	favor	No opinion	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16906	11:59 PM on 09/22/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	20	20	68	20	7	5	0	0	0	53	0	0	Conservative	0	point colelction	Important	Somewhat important	strongly favor	strongly oppose	strongly oppose	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16907	12:24 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18.7	18.8	62	19	9.5	6	1	0	2	99	0	0	Moderate	1	facts/statistics gathered	Don't know for sure	Important	no opinion	strongly favor	strongly favor	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
16908	01:35 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	10	10	68	20	6	5	0	0	1	99	0	0	Liberal	0	collective numbers	Not important	One of the most important things, but not the most important.	strongly favor	strongly favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
16909	01:35 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19	17	65	21	3	8	0	0	0	40	0	0	Liberal	1	information	Not important	Not important	oppose	favor	favor	Education	Friends and family	Media	Regular Lecures	STAT 10
16910	01:51 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19.5	19.5	69.5	20	10.5	10	0	0	0	11	1	0	Liberal	1	recorded information	Don't know for sure	Somewhat important	no opinion	strongly favor	favor	No opinion	Education	Education	Regular Lecures	STAT 10
16911	02:35 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19.8	19.5	64	18	6	8	1	0	0	99	0	0	Liberal	0	Gathered information	Don't know for sure	Very important	no opinion	strongly favor	strongly favor	I don't know	Personal Experience	Friends and family	Regular Lecures	STAT 10
16912	07:18 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	17.9	18.5	69	22	5	6	0	2	0	50	0	0	Liberal	1	Information	Somewhat important	Very important	favor	strongly favor	strongly favor	Friends and family	Friends and family	Friends and family	Regular Lecures	STAT 10
16913	09:02 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	19.5	62.5	19	9	9	1	0	0	26	0	2	Moderate	1	statistical information	Somewhat important	Important	oppose	favor	favor	Education	Friends and family	I don't know	Regular Lecures	STAT 10
16914	08:18 AM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	15	15	64	21	2	6	0	1	0	99	2	0	Moderate	1	Information	Not important	Somewhat important	favor	strongly favor	favor	Education	I don't know	I don't know	Regular Lecures	STAT 10
16916	09:02 AM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	18	16	66	20	3	4	0	0	0	60	0	0	Liberal	1	numbers and life	Not important	One of the most important things, but not the most important.	oppose	strongly favor	strongly favor	No opinion	Friends and family	Friends and family	Regular Lecures	STAT 10
16917	09:14 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Left	14	15	64	18	11	10	0	0	0	99	0	0	Liberal	1	information	Not important	Important	strongly oppose	strongly favor	favor	Personal Experience	Friends and family	Something else	Regular Lecures	STAT 10
16918	09:19 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	14	15	63	19	8	6	0	0	0	99	0	0	Liberal	1	information	Don't know for sure	Important	strongly oppose	strongly favor	favor	Religious Beliefs	Education	Education	Regular Lecures	STAT 10
16919	09:39 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Left	12	13	68	19	4	7	0	0.5	0	50	0	0	Liberal	1	information	Not important	Important	favor	strongly favor	strongly favor	Something else	Education	Education	Regular Lecures	STAT 10
16920	09:48 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	225	225	83	20	6	7	0	0	0	99	0	0	Liberal	1	quantitative information	Don't know for sure	Very important	favor	strongly favor	favor	Education	Personal Experience	Education	Regular Lecures	STAT 10
16921	09:52 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Left	7	7	63	18	10	5	1	2	0	50	0	0	Moderate	1	information	Not important	Very important	favor	strongly favor	strongly favor	I don't know	Friends and family	Media	Regular Lecures	STAT 10
16922	09:57 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	21.6	21.5	66	18	10	9	0	6	0	45	0	0	Moderate	1	Information	Not important	Very important	oppose	strongly oppose	strongly oppose	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16923	10:06 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	19	20	72	22	ONE	6	0	0	6	??	zero	zero	Very Liberal	0	information under review	Important	Very important	strongly oppose	strongly favor	strongly favor	I don't know	Friends and family	Friends and family	Regular Lecures	STAT 10
16924	10:23 AM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	12	10	72	19	11	8	1	1	0	99	0	0	Moderate	1	information	Don't know for sure	Somewhat important	favor	favor	strongly favor	Media	Something else	Something else	Regular Lecures	STAT 10
16925	10:28 AM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	19	18.7	67	19	9	8	0	0	0	78	0	0	Conservative	1	Numerical information	Not important	One of the most important things, but not the most important.	favor	favor	oppose	Friends and family	I don't know	Religious Beliefs	Regular Lecures	STAT 10
16926	10:35 AM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	20	20	80	22	10	6	0	0	1	30	0	0	Moderate	0	numerical number	Not important	Important	oppose	no opinion	no opinion	Religious Beliefs	Something else	Something else	Regular Lecures	STAT 10
16927	10:35 AM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	18	18.5	64	19	0	6.5	0	1	0	99	0	5	Moderate	1	facts from a study	Somewhat important	Very important	favor	strongly favor	strongly favor	I don't know	I don't know	I don't know	Regular Lecures	STAT 10
16928	10:36 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	16	17	69	20	3	9	1	1	1	50	0	0	Moderate	0	info. for interpretation	Not important	Somewhat important	oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Something else	Regular Lecures	STAT 10
16929	10:38 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19	20	64	19	7	7	0	0	0	++	0	0	Moderate	1	the results you gather	Somewhat important	Important	oppose	strongly favor	strongly favor	I don't know	Friends and family	I don't know	Regular Lecures	STAT 10
16930	10:44 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	18	61	19	1	5	1	0	0	99	0	0	Moderate	1	numbers that describe	Not important	One of the most important things, but not the most important.	oppose	favor	favor	Something else	Something else	Something else	Regular Lecures	STAT 10
16931	10:49 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	8	8	75	19	10	8	0	0	0	99	0	1	Liberal	0	information	Important	One of the most important things, but not the most important.	strongly oppose	favor	oppose	I don't know	I don't know	I don't know	Regular Lecures	STAT 10
16932	10:57 AM on 09/23/2011	Introduction to Statistical Reasoning	Mahtash Esfandiari	Female	Right	17.5	17	63	19	2 months ago	5	1	1	0	70	0	0	Very Conservative	0	values that show patterns	Not important	Important	oppose	strongly oppose	no opinion	Religious Beliefs	Religious Beliefs	No opinion	Regular Lecures	STAT 10
16933	10:58 AM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	30	30	77	21	1	7	0	3	0	55	0	0	Liberal	0	piece of information	Not important	Important	strongly oppose	strongly favor	strongly favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16934	11:11 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17	20	63	19	9	7	1	3	0	30	0	0	Liberal	1	Pieces of Information	Not important	One of the most important things, but not the most important.	strongly oppose	strongly favor	strongly favor	Education	Religious Beliefs	Media	Regular Lecures	STAT 10
16935	11:33 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	15	15	65	20	12	7	0	0	0	90	0	0	Conservative	0	collected observations	Somewhat important	Very important	oppose	favor	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16936	11:51 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20.5	20	64	19	8	6	1	0	0	0	0	0	Conservative	1	collected numerical info	Somewhat important	Very important	favor	oppose	strongly oppose	Media	Friends and family	Friends and family	Regular Lecures	STAT 10
16937	11:58 AM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19	20	64	19	4	7.5	1	0	0	99	0	0	Liberal	0	measurements	Not important	Somewhat important	strongly oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16938	12:05 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20	19	62	22	9	8	0	2	1	90	0	0	Moderate	1	collecting of information	Somewhat important	One of the most important things, but not the most important.	favor	oppose	favor	Education	Religious Beliefs	Education	Regular Lecures	STAT 10
16939	12:20 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	21.5	22	71	21	1	9	0	2	0	99	0	0	Moderate	1	Info	Don't know for sure	Very important	strongly oppose	strongly favor	strongly favor	Personal Experience	Friends and family	Friends and family	Regular Lecures	STAT 10
16940	12:23 PM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Left	12.7	13.9	72	19	7	8	1	6	3	99	0	0	Moderate	1	collection of information	Not important	Very important	favor	favor	favor	Education	Education	Education	Regular Lecures	STAT 10
16941	12:55 PM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	19	19	64.5	20	10	8	0	0	2	30	0	0	Moderate	0	collection of information	Somewhat important	Important	oppose	favor	favor	Education	Friends and family	Personal Experience	Regular Lecures	STAT 10
16942	01:04 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	16	14	61	19	1	9	0	0	1	99	0	2	Liberal	1	Statistics!	Important	Not important	strongly oppose	favor	strongly oppose	Education	Friends and family	Media	Regular Lecures	STAT 10
16943	01:09 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	24	67	19	6	7	1	0	0	50	0	0	Moderate	1	collection of information	Don't know for sure	Important	oppose	oppose	no opinion	Something else	Religious Beliefs	No opinion	Regular Lecures	STAT 10
16944	01:29 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	58	56	60	20	2	6	0	2	0	90	0	0	Liberal	0	variables	Not important	Very important	oppose	strongly favor	strongly favor	Personal Experience	Education	Education	Regular Lecures	STAT 10
16945	01:30 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	21.5	22	67.5	19	8	9	0	2	0	80	0	2	Liberal	0	information/measurement	Not important	Somewhat important	strongly oppose	strongly favor	favor	Education	Personal Experience	I don't know	Regular Lecures	STAT 10
16946	02:06 PM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	11	12	65	19	2	5	0	0	0	99	0	0	Very Liberal	0	collection of information	Not important	Somewhat important	oppose	strongly favor	strongly favor	Education	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16947	02:31 PM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Left	18	18	66	19	4	7	1	0	3	0	0	0	Moderate	1	a collection of numbers	Not important	One of the most important things, but not the most important.	strongly favor	no opinion	no opinion	Friends and family	Religious Beliefs	Media	Regular Lecures	STAT 10
16948	02:50 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17	17	68	20	1	6	0	0.5	0	99	0	0	Very Liberal	0	information	Somewhat important	Somewhat important	strongly oppose	strongly favor	strongly favor	Education	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16949	02:53 PM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	21.8	21.5	70	20	3	7	1	2	0	52	0	0	Moderate	1	Collected information	Somewhat important	Don't know for sure	oppose	strongly favor	strongly favor	Friends and family	Education	Education	Regular Lecures	STAT 10
16950	02:55 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.7	20.3	66	20	2	8	1	3	0	99	0	0	Moderate	1	information you gather	Not important	Important	favor	oppose	favor	Something else	Religious Beliefs	Something else	Regular Lecures	STAT 10
16951	02:56 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17	17	62	21	4	5	0	2	0	99	0	0	Very Liberal	0	Numbers.	Not important	One of the most important things, but not the most important.	oppose	strongly favor	strongly favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16952	03:03 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	14.5	14.5	5.4	20	7	8	0	0	0	0	0	0	Moderate	0	information gathered	Not important	Somewhat important	oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Education	Regular Lecures	STAT 10
16953	03:04 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	13	13	59	19	6	6	0	0.5	0	99	0	0	Liberal	1	calculated information	Don't know for sure	Important	strongly oppose	favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16954	03:18 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	24.5	70	19	7	7	0	1	1	69	0	0	Conservative	0	statistical numbers	Not important	One of the most important things, but not the most important.	no opinion	strongly oppose	strongly oppose	No opinion	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
16955	03:22 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20	20	67	19	10	8	1	1	3	99	0	0	Liberal	0	collection of numbers	Not important	Very important	favor	strongly favor	strongly favor	I don't know	Education	Education	Regular Lecures	STAT 10
16956	03:29 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	16	18	60	18	6	6	1	0	0	99	0	0	Moderate	1	results of an experiment	Not important	Important	favor	oppose	no opinion	Something else	Religious Beliefs	I don't know	Regular Lecures	STAT 10
16957	03:32 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	20	20	72	19	231	8	1	0	0	60	0	0	Conservative	1	Collected Information	Not important	Not important	favor	no opinion	favor	Education	Personal Experience	Religious Beliefs	Regular Lecures	STAT 10
16958	03:38 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20	20	63	19	6	5	1	0	0	99	0	0	Moderate	1	information	Not important	Important	oppose	favor	favor	I don't know	Friends and family	Media	Regular Lecures	STAT 10
16959	03:38 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	21	21	66.5	19	11	6.5	1	0	0	55	0	0	Liberal	0	items of information	Important	Very important	oppose	strongly favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
16960	03:40 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	20	22	70	20	0	6	1	5	2	51	0	0	Liberal	0	A character in Star Trek	Somewhat important	Somewhat important	strongly oppose	strongly favor	strongly favor	I don't know	I don't know	I don't know	Regular Lecures	STAT 10
16961	03:42 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20	20	65	19	6	6	0	0	0	99	0	0	Conservative	1	calculation based info	Somewhat important	Not important	oppose	strongly oppose	favor	Something else	Religious Beliefs	Something else	Regular Lecures	STAT 10
16962	03:52 PM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	22	23	6.1	20	7	8	0	0	0	99	0	0	Moderate	1	Set of Numbers collected	Important	One of the most important things, but not the most important.	favor	strongly favor	favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16963	03:51 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Left	20	21	68	19	5	8	1	2	0	50	0	0	Moderate	0	a collection of info	Somewhat important	Very important	favor	favor	favor	Education	Friends and family	Media	Regular Lecures	STAT 10
16964	04:00 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	15	15	5.1	20	4	8	0	0	0	96	0	0	Moderate	1	amounts of something	Somewhat important	Very important	oppose	favor	strongly favor	Education	Friends and family	No opinion	Regular Lecures	STAT 10
16965	04:11 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	28	28.5	72.5	18	11	5	1	2	0	5	0	0	Liberal	1	collected information	Not important	Somewhat important	no opinion	strongly favor	strongly favor	Media	Education	Education	Regular Lecures	STAT 10
16966	04:12 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.5	19.5	63	19	7	6.5	1	1	0	99	0	0	Moderate	1	information	Not important	One of the most important things, but not the most important.	oppose	oppose	no opinion	Media	Religious Beliefs	No opinion	Regular Lecures	STAT 10
16968	04:15 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	18	18	73	21	8	7	0	5	2	10	0	0	Liberal	1	information	Somewhat important	Important	oppose	favor	favor	Education	Friends and family	Media	Regular Lecures	STAT 10
16969	04:15 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	23	23	70	19	1	6	1	0	0	99	0	0	Liberal	0	information to analyze	Not important	Important	oppose	favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16970	04:21 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	24	79	19	5	8	1	0	1.5	99	0	0	Very Liberal	1	information	Very important	Important	strongly oppose	strongly favor	strongly favor	Something else	Something else	Something else	Regular Lecures	STAT 10
16971	04:26 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Left	22	22	76	20	11	9	0	3	3	47	0	0	Moderate	0	Numerical information	Not important	Important	oppose	favor	strongly favor	Personal Experience	Friends and family	Education	Regular Lecures	STAT 10
16972	04:31 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	9.5	9.5	5.2	17	4	8	1	0	0	6	0	0	Moderate	1	numbers with meanings	Somewhat important	Somewhat important	favor	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16973	04:41 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17	18	63	18	10	3	1	1	0	8	0	0	Conservative	0	numerical statistic	Not important	Very important	favor	favor	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
16975	04:59 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17.7	16.6	61.8	20	0	6	0	0	2	30	0	0	Liberal	1	numbers	One of the most important things, but not the most important.	One of the most important things, but not the most important.	oppose	no opinion	no opinion	Something else	Media	No opinion	Regular Lecures	STAT 10
16976	05:00 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.5	19.5	67.5	19	1	7.5	1	4	0	99	0	0	Liberal	0	gathered information	Not important	Important	strongly oppose	strongly favor	strongly favor	I don't know	Friends and family	Friends and family	Regular Lecures	STAT 10
16977	05:00 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	18	63	19	7	8	0	0	0	99	0	0	Moderate	1	# about collected info	Very important	Important	no opinion	no opinion	no opinion	No opinion	Friends and family	No opinion	Regular Lecures	STAT 10
16978	05:02 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	20	20	69	19	5	9	0	4	1	1K	0	0	Liberal	1	a measurement	Not important	Important	strongly oppose	strongly favor	strongly favor	Personal Experience	Friends and family	Friends and family	Regular Lecures	STAT 10
16979	05:34 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Both	26	27	72	24	9	7	1	0	0	50	0	0	Conservative	1	useful information	Somewhat important	Somewhat important	oppose	strongly oppose	oppose	Something else	Religious Beliefs	Friends and family	Regular Lecures	STAT 10
16980	05:36 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.4	19.6	5.02	20	9	7.45	0	1	1	99	0	0	Moderate	1	facts and information	Somewhat important	Very important	oppose	oppose	favor	Education	Religious Beliefs	Something else	Regular Lecures	STAT 10
16981	05:36 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Left	10.3	10.6	5.48	18	11	7	1	0	2	20	0	0	Moderate	1	special symbol	Important	Not important	favor	favor	favor	Friends and family	Something else	Something else	Regular Lecures	STAT 10
16982	05:38 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	19	66	24	7months	8	0	0	0	97	0	0	Moderate	0	information	Somewhat important	One of the most important things, but not the most important.	no opinion	favor	oppose	Media	Media	Personal Experience	Regular Lecures	STAT 10
16983	05:41 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Left	18.4	18.8	63	19	1	8	1	5	0	99	0	0	Liberal	1	information	Not important	Important	favor	strongly favor	strongly favor	Something else	Personal Experience	Personal Experience	Regular Lecures	STAT 10
